movie_id,domestic_revenue,international_revenue,worldwide_revenue
tt0240462,70000000,112952899,63151445
tt0240468,10000000,16037962,956663
tt0240510,35000000,18306166,11576479
tt0240515,14000000,14254993,88035
tt0240772,85000000,183417150,267300000
tt0240900,14000000,5285941,1127974
tt0241025,23000000,16136476,3326709
tt0241303,25000000,71509363,81190583
tt0241527,125000000,318087620,659999992
tt0241760,13000000,29760152,1407236
tt0242423,13000000,46729800,26450923
tt0242445,50000000,51758599,28200000
tt0242653,150000000,139313948,288030083
tt0242998,29000000,20384136,16300000
tt0243155,25000000,71543427,210386368
tt0243415,600000,173599,0
tt0243585,120000000,64956806,105000000
tt0243862,1000000,4544753,11806123
tt0244244,102000000,69772969,77307444
tt0244970,23000000,27343067,11346873
tt0245120,15000000,7288451,1416400
tt0245407,6000000,1084935,2610775
tt0245562,115000000,40914068,36714197
tt0245674,42000000,41867960,26600000
tt0245686,17700000,27087695,3900000
tt0245803,52000000,23358708,14355171
tt0245844,35000000,54234062,21160986
tt0246460,142000000,160942139,271028977
tt0246464,40000000,7267307,1226583
tt0246544,40000000,27073640,5460162
tt0246578,6000000,1478493,5500600
tt0246894,70000000,18990798,6861966
tt0246989,11000000,13558739,9872027
tt0247199,1500000,416925,892391
tt0247425,1700000,35930604,8832577
tt0247638,26000000,108248956,57086197
tt0247745,3000000,18492362,4689861
tt0248126,7500000,2902000,8432547
tt0248667,107000000,58203105,29609624
tt0249462,5000000,21995263,87285000
tt0249478,75000000,45246095,9003199
tt0250224,13000000,16937988,3000000
tt0250274,6000000,27457409,500782
tt0250323,3000000,8823109,1208420
tt0250494,18000000,96520674,45254005
tt0250720,35000000,33357476,9700076
tt0250797,50000000,52775765,66362019
tt0251075,80000000,38345494,60030798
tt0251114,70000000,19077641,13209403
tt0251160,36000000,71756802,30487968
tt0251736,7000000,12634962,4194583
tt0252076,55000000,94011225,60895468
tt0252223,15000000,23662,97596
tt0252299,15000000,354421,1946263
tt0252501,31000000,24185781,6733634
tt0252503,39000000,23510841,4999811
tt0252866,30000000,145103595,142450000
tt0253126,10000000,228194,2112217
tt0253474,35000000,32572577,87500000
tt0253556,60000000,43061982,39088201
tt0253754,60000000,43254409,24082061
tt0253798,24000000,13906394,876282
tt0253867,43000000,24718164,44601262
tt0255798,47000000,57743062,27448072
tt0255819,16000000,28734552,647097
tt0256380,40000000,70839203,70230657
tt0256415,30000000,127223418,53399006
tt0256524,33000000,7517191,11397116
tt0257044,80000000,104454762,76546716
tt0257076,80000000,116934650,90790989
tt0257106,45000000,71308997,69911681
tt0257360,30000000,65016287,40818269
tt0257516,38000000,19297522,10324200
tt0257568,60000000,66934963,21994148
tt0257756,42000000,41543917,22237893
tt0258000,48000000,96397334,100682212
tt0258038,7000000,3313583,0
tt0258068,30000000,12988801,14685323
tt0258463,60000000,121661683,92372541
tt0258470,13000000,5007898,0
tt0259288,60000000,30323400,22000000
tt0259324,110000000,115802596,112935797
tt0259446,5000000,241438208,127305836
tt0259711,68000000,100618344,102769997
tt0259974,5000000,9631153,7012038
tt0260866,50000000,55001642,45018450
tt0261289,29000000,16930185,3215965
tt0261392,22000000,30085147,3703014
tt0262396,4000000,17600423,990849
tt0262911,2000000,103863,0
tt0263265,35000000,0,686846
tt0263488,10000000,37904175,21467128
tt0263728,22000000,6047691,0
tt0263757,20000000,37182494,7434848
tt0264464,52000000,164615351,187498961
tt0264472,45000000,66818548,28117216
tt0264616,11000000,13110448,4312582
tt0264761,1000000,7025722,2987702
tt0264796,27000000,15667270,8236521
tt0264935,50000000,31945749,24768398
tt0265029,46000000,93607673,44700000
tt0265086,92000000,108638745,64350906
tt0265087,50000000,33426971,6549264
tt0265298,15000000,48360547,4609467
tt0265349,32000000,35746370,19558909
tt0265459,12000000,31597131,20626175
tt0265632,23000000,36706141,7754709
tt0265662,22000000,75600072,5093465
tt0265666,21000000,52364010,19077240
tt0266452,50000000,8364691,18247
tt0266465,36000000,26736098,17614828
tt0266489,40000000,9692135,9630000
tt0266543,94000000,380843261,559500000
tt0266697,30000000,70099045,110800000
tt0266747,20000000,1648818,26888
tt0266915,90000000,226164286,121161516
tt0266987,115000000,62362560,80687000
tt0267248,25000000,10727683,1574536
tt0267626,100000000,35168966,30547160
tt0267913,84000000,153294164,122356539
tt0268126,19000000,22498520,10302653
tt0268380,59000000,176387405,206869731
tt0268397,30000000,80936232,22056304
tt0268695,80000000,56832494,66896682
tt0268978,58000000,170742341,146048916
tt0268995,72000000,27807266,9510292
tt0269095,40000000,22449000,7227703
tt0269341,13000000,22235901,155549
tt0269347,55000000,34244097,11817750
tt0270288,30000000,16007718,17006087
tt0270980,14000000,15550605,2640400
tt0271027,25000000,36845124,27592723
tt0271367,30000000,17322606,28544727
tt0272020,72000000,18244060,9398647
tt0272152,68000000,50338485,14663000
tt0272207,6500000,10465659,2168088
tt0273435,15500000,1555959,1187377
tt0273517,10600000,22163442,11825294
tt0273799,25000000,17294293,1340361
tt0274166,40000000,28082366,132383634
tt0274558,25000000,41675994,67170078
tt0275022,12000000,37191304,23949726
tt0275491,5000000,5284284,35138995
tt0275847,80000000,145794338,127349813
tt0276033,35000000,16990825,1021272
tt0276751,30000000,41385278,89164177
tt0276919,10000000,1535286,15153997
tt0277296,60000000,91047077,89583830
tt0277371,15000000,38252284,28216048
tt0277434,75000000,78122718,37252197
tt0277895,6000000,294758,0
tt0278295,15000000,25916319,390214
tt0278435,38000000,40007742,11798442
tt0278488,20000000,31178740,105000
tt0278504,46000000,67355513,46403257
tt0278731,10000000,1642483,4166458
tt0279111,56000000,12882934,41002
tt0279113,8000000,14018296,2842668
tt0279286,16000000,4365455,179146
tt0279331,15000000,9250301,2900000
tt0279778,27000000,69599016,4240224
tt0279781,12000000,10200032,2317456
tt0279889,38000000,22771646,1745126
tt0280030,20000000,48430258,66691723
tt0280380,30000000,7073251,6341165
tt0280460,10000000,30307416,7760937
tt0280477,250000,3802390,6836
tt0280486,70000000,30160161,36040621
tt0280590,50000000,126293452,44976083
tt0280707,19800000,41308615,46445429
tt0280760,9000000,4777465,2141733
tt0281322,20000000,12764657,2181493
tt0281358,11800000,41281092,6213824
tt0281373,33000000,81172560,33862530
tt0281820,30000000,3517797,2239148
tt0282120,25000000,40108697,20586040
tt0282209,11000000,32551396,14937140
tt0282687,40000000,14448589,2424082
tt0283026,10000000,28564995,5846245
tt0283111,5000000,21305259,16970224
tt0283139,16000000,16357770,5314514
tt0283426,20000000,47901582,138402177
tt0283503,8000000,458232,0
tt0283530,12500000,14118751,2199698
tt0283632,17000000,12840842,3605429
tt0284490,85000000,38082712,39802960
tt0285175,9000000,0,371000
tt0285462,20000000,8600126,6420167
tt0285487,1800000,21679,0
tt0285531,68000000,33715436,47524970
tt0285728,250000,144008,0
tt0285742,4000000,31273922,13737512
tt0285823,29000000,56359780,42409610
tt0285861,10000000,1011871,259373
tt0286106,72000000,227966634,180281283
tt0286162,1800000,134736,28612
tt0286261,9000000,201546,2644150
tt0286594,10000000,41392,650103
tt0286716,137000000,132177234,113107931
tt0286788,25000000,36105433,14626706
tt0286947,7000000,8000,361194
tt0287717,38000000,85846429,33876929
tt0287978,78000000,102543518,76636200
tt0288477,20000000,30113491,38236393
tt0289043,8000000,45064915,40655470
tt0289408,11000000,11412414,5014057
tt0289635,6400000,767373,1794447
tt0289765,78000000,93149898,116046400
tt0289848,60000000,32130627,22872508
tt0289879,13000000,57938693,38883728
tt0289992,38000000,19955598,19000000
tt0290002,80000000,279261160,243396776
tt0290095,60000000,50547998,53843625
tt0290212,2000000,2512846,925958
tt0290332,7000000,10097538,131793
tt0290334,110000000,214949694,192761855
tt0291502,10000000,598645,437875
tt0292610,12000000,181600,1259053
tt0292644,4000000,6532619,5300203
tt0293113,1600000,55365,0
tt0293508,70000000,51268815,103380072
tt0293564,140000000,140125968,117971154
tt0293662,21000000,25296447,18632485
tt0294357,35000000,4430101,7274901
tt0294870,40000000,29077547,2593073
tt0295178,63000000,213307889,83630912
tt0295254,40000000,13258249,5643766
tt0295289,20000000,15545431,1886732
tt0295297,100000000,262450136,617015457
tt0295427,16000000,40388794,3022207
tt0295700,12600000,15418790,13231785
tt0295701,70000000,142109382,135339000
tt0295721,1300000,497208,65000000
tt0295725,825000,1305964,0
tt0296572,105000000,57761012,58139522
tt0297037,8000000,27363891,952560
tt0297181,70000000,33561137,17825340
tt0297884,13500000,15901849,13126065
tt0298130,48000000,129128133,120220800
tt0298148,150000000,441226247,487534523
tt0298203,41000000,116750901,126124177
tt0298228,3500000,20779666,20283310
tt0298388,14000000,25581229,40068
tt0298814,60000000,31186896,42311715
tt0299172,110000000,50030461,95327601
tt0299658,45000000,170687518,136089214
tt0299930,54000000,6087542,1178667
tt0299977,31000000,53710019,123685538
tt0300015,8000000,1179035,5407306
tt0300051,35000000,25268157,10224764
tt0300471,50000000,60476872,27846615
tt0300532,25000000,40390647,11453032
tt0300556,80000000,19481943,24453820
tt0301470,17000000,35667218,27435448
tt0302886,24000000,75585093,11550427
tt0303714,12000000,75782105,1281819
tt0303816,1500000,21158188,9395206
tt0303933,20000000,56399184,1189301
tt0304141,130000000,249975996,546117805
tt0304415,65000000,63860942,77477047
tt0304669,65000000,139236327,33618738
tt0305224,75000000,135645823,60100000
tt0305357,120000000,100830111,158345677
tt0305396,12000000,28442574,4639974
tt0305669,33000000,132716677,32013002
tt0305711,18000000,56127162,45437773
tt0306047,48000000,110003217,110670000
tt0306685,25000000,34712347,21777211
tt0306841,17000000,42734455,12800000
tt0307109,40000,143121,0
tt0307453,75000000,160861908,213721971
tt0307479,47000000,14973382,15029376
tt0307901,5000000,13084595,10847460
tt0307987,23000000,60060328,16428561
tt0308208,70000000,14307963,5846936
tt0308383,30000000,5381908,17572160
tt0308506,30000000,51432760,10842020
tt0308644,25000000,51680613,64970000
tt0309377,50000000,26235081,5559637
tt0309698,28000000,52159536,38100000
tt0309820,30000000,5791328,23841356
tt0309987,15000000,2532228,12588937
tt0310357,20000000,6886089,1678497
tt0310793,4000000,21576018,36435957
tt0310910,15000000,12251640,10762566
tt0311113,150000000,93927920,117694615
tt0311289,20000000,67406573,4000000
tt0311429,78000000,66465204,112800000
tt0311648,300000,2528664,753657
tt0312004,30000000,56110897,138000274
tt0312528,109000000,101149285,32811256
tt0312549,17000000,1571504,7868156
tt0313443,50000000,41088845,14406718
tt0313542,60000000,49443628,30710512
tt0313737,60000000,93354851,105688391
tt0313792,18000000,3212310,10372765
tt0313911,28000000,47938330,10857484
tt0314166,3000000,13728902,1520406
tt0314331,40000000,59696144,185235622
tt0314353,75000000,43734876,42733286
tt0315297,50000000,25198598,15756005
tt0315327,81000000,242829261,241763613
tt0315733,20000000,16290476,44137363
tt0315983,16500000,13040288,3723516
tt0316356,22000000,58331254,9965039
tt0316396,100000000,48462608,73512403
tt0316465,35000000,52333738,959890
tt0316654,200000000,373585825,415390628
tt0316732,25000000,36879320,34375683
tt0317132,14000000,32647042,942385
tt0317198,40000000,40226215,224900703
tt0317219,120000000,244082982,217900167
tt0317303,60000000,104297061,60136806
tt0317640,2000000,82157,12458
tt0317648,100000000,67303450,40737172
tt0317676,12000000,10249719,3568462
tt0317705,92000000,261441092,370165621
tt0317740,60000000,106128601,69941570
tt0317919,150000000,134029801,264449696
tt0318081,80000000,1900451,9765014
tt0318155,80000000,20991364,47523480
tt0318283,30000000,14218698,1150199
tt0318627,45000000,51201453,78141316
tt0318649,130000000,68671925,50568426
tt0318974,107000000,22414961,3405000
tt0319061,70000000,66809693,56408731
tt0319262,125000000,186740799,365898772
tt0319343,33000000,174626840,47044933
tt0319524,16000000,14195227,195102
tt0320661,130000000,47398413,170724214
tt0320691,22000000,51970690,43737767
tt0322259,76000000,127154901,109195760
tt0322330,20000000,110230332,50616000
tt0322589,18000000,30308417,31919978
tt0322802,5000000,64255312,15238519
tt0323033,32000000,17871255,12160619
tt0323298,2500000,1063163,1976424
tt0323939,10000000,25032,434066
tt0324127,27000000,8725813,2690262
tt0324216,9500000,80571655,26791053
tt0325234,944149,213008,0
tt0325258,17000000,22738671,1030834
tt0325537,35200000,38125247,495237
tt0325703,95000000,65660196,94439026
tt0325710,140000000,111127263,343500000
tt0325980,140000000,305413918,348850097
tt0326769,24000000,22076772,1433849
tt0326856,40000000,13562325,931711
tt0326900,18000000,37667746,7822870
tt0326905,80000000,10167373,610002
tt0327036,3000000,19184820,0
tt0327056,25000000,90135191,66460000
tt0327137,30000000,42070939,6189340
tt0327162,90000000,59484742,43885385
tt0327247,40000000,16328471,9842200
tt0327437,110000000,24008137,48170758
tt0327554,100000000,40202379,41900000
tt0327597,60000000,75286229,49310608
tt0327679,31000000,22918387,4470380
tt0327850,85000000,47726342,33255572
tt0328099,15000000,34432201,190303
tt0328107,70000000,77911774,52923078
tt0328538,2000000,4601043,5527917
tt0328589,18000000,43610723,15268000
tt0328828,55000000,104565114,128157821
tt0329028,19000000,26276465,12991050
tt0329101,30000000,82622655,34009973
tt0329575,87000000,120277854,28058591
tt0329691,40000000,21215059,25331138
tt0329717,75000000,30940691,20201968
tt0329767,4000000,235294,1638188
tt0330373,150000000,290417905,605928323
tt0330793,33000000,33810189,20889916
tt0332047,30000000,42071069,8534094
tt0332280,29000000,81001787,35142739
tt0332375,5000000,8940582,1334927
tt0332379,35000000,81261177,49834437
tt0332452,175000000,133378256,364031596
tt0332658,5000000,896993,4278222
tt0332712,12000000,17669317,821106
tt0333766,2500000,26782316,9043000
tt0333780,45000000,90186328,34728514
tt0335013,15000000,2283914,4131103
tt0335121,25000000,14379751,15740920
tt0335245,35000000,39799191,36866000
tt0335266,4000000,44585453,74100000
tt0335345,30000000,370782930,241271498
tt0335438,60000000,88237754,82030996
tt0335559,22000000,17071962,4441472
tt0337563,37000000,57231747,39223950
tt0337579,30000000,65111277,880171
tt0337697,22000000,28176497,9490269
tt0337711,25000000,39402572,15847924
tt0337741,80000000,124728738,140600000
tt0337876,20000000,5095038,18830454
tt0337909,10000000,31041759,62359000
tt0337917,12000000,16703799,247903
tt0337921,25000000,32003620,25674701
tt0337978,110000000,134529403,253626608
tt0338013,20000000,34400301,39636414
tt0338077,6000000,5123696,17470
tt0338094,90000000,75847266,106443000
tt0338096,25000000,14161590,13523426
tt0338337,60000000,53790451,63458507
tt0338348,165000000,187224490,126275943
tt0338459,38000000,111761982,85339696
tt0338526,160000000,120177084,179980554
tt0338751,110000000,102610330,111109612
tt0339034,12000000,4928883,0
tt0339291,140000000,118634549,92833686
tt0339419,800000,62852,0
tt0340376,27000000,765637,314185
tt0340855,8000000,34469210,24000000
tt0342258,45000000,24537621,26333492
tt0342508,2000000,168406,0
tt0342735,14200000,78378,596540
tt0343135,42000000,88097164,90214565
tt0343660,75000000,120908074,77612860
tt0343818,120000000,144801023,208332875
tt0343996,9600000,2484186,1923825
tt0344510,56600000,6524389,62900000
tt0344854,86000000,15132763,93472846
tt0345074,27000000,8085771,3255245
tt0345950,30000000,85417988,55649139
tt0346156,70000000,37762677,20184359
tt0346491,155000000,34297191,133001001
tt0348121,22000000,468867,10401331
tt0348150,270000000,200081192,191000000
tt0348333,3000000,16124543,2513147
tt0348593,7500000,3854624,2860443
tt0348836,40000000,59694580,81896744
tt0349159,1500000,1680020,0
tt0349169,10000000,12264319,279935
tt0349205,40000000,138614544,51924086
tt0349683,120000000,51882244,151685613
tt0349903,110000000,125544280,237200000
tt0350258,40000000,75331600,48639776
tt0350261,30000000,8586392,10031892
tt0351977,46000000,46437717,10786173
tt0352248,88000000,61649911,46890000
tt0352277,15000000,13456633,5155318
tt0353489,3500000,80372,863253
tt0354595,20000000,375750,13248
tt0355295,88000000,37916267,67400000
tt0355702,25000000,11273517,2138440
tt0356150,25000000,17771387,4833766
tt0356443,24000000,49981,1860565
tt0356470,19000000,51438175,18629734
tt0356618,42000000,67133509,50459322
tt0356634,50000000,75369589,127802828
tt0356680,18000000,60062868,32821561
tt0356721,20000000,12785432,7309477
tt0356910,110000000,186336279,300951367
tt0357277,43000000,24409722,32585924
tt0357413,26000000,85288303,5361427
tt0357507,20000000,46752382,20440477
tt0358082,75000000,128200012,134311478
tt0358135,50000000,57890460,112238000
tt0358273,28000000,119519402,67278584
tt0358349,26000000,23630159,5188836
tt0359013,65000000,52411906,79565998
tt0359423,6500000,1029872,614781
tt0359517,12000000,31203964,122219
tt0359950,90000000,58236838,129896484
tt0360139,23000000,12195626,117697
tt0360201,31000000,17001133,24681104
tt0360323,8000000,54702,88749
tt0360486,100000000,75976178,154908550
tt0360717,207000000,218080025,344283424
tt0360916,7500000,3825421,1519662
tt0361089,35000000,19478106,42268782
tt0361309,3000000,2041014,1320199
tt0361411,7000000,6605592,18110848
tt0361500,40000000,694782,0
tt0361596,6000000,119194771,103252111
tt0361696,15000000,10411980,4455534
tt0361715,12000000,870067,124723
tt0361748,70000000,120540719,200914970
tt0361841,35000000,20698668,1336841
tt0361925,30000000,14470947,144152
tt0362120,45000000,90710620,87552000
tt0362165,84000000,17018422,42963126
tt0362227,60000000,77872883,141227201
tt0362269,11000000,10254979,6795038
tt0362270,50000000,24020403,10788000
tt0362478,30000000,15051977,18282199
tt0363282,30000000,14071441,7218385
tt0363504,750000,21398,0
tt0363547,26000000,59020957,43257755
tt0363771,180000000,291710957,453302158
tt0363988,40000000,48022900,44890271
tt0364045,45000000,32682342,32788187
tt0364725,20000000,114326736,54096491
tt0364751,19000000,58169327,14859863
tt0364970,70000000,22532572,49576628
tt0365485,12500000,12594698,4761570
tt0365737,50000000,50824620,43150000
tt0365830,20000000,8334575,5605388
tt0365885,12000000,18761993,9475495
tt0365907,28000000,26307600,32526784
tt0365929,35000000,10275638,7701029
tt0365957,8000000,40363810,10212995
tt0366174,20000000,32238923,38753975
tt0366548,100000000,198000317,186335291
tt0366551,9000000,18250550,5686358
tt0366780,4000000,866999,0
tt0367085,16000000,14190750,631074
tt0367089,1500000,7372734,3725397
tt0367479,60000000,28331233,34326635
tt0367594,150000000,206459076,268509687
tt0367652,22000000,22400154,22709407
tt0367882,185000000,317101119,473552823
tt0368008,80000000,65955630,30150280
tt0368447,60000000,114197520,142500000
tt0368578,32000000,82674398,15244265
tt0368709,45000000,26850426,25313590
tt0368891,100000000,173008894,174503424
tt0368913,46000,1270904,2639615
tt0368933,40000000,95170481,39564000
tt0369226,20000000,5178569,7515076
tt0369339,65000000,101005703,119920992
tt0369436,80000000,120146040,43966681
tt0369441,100000000,110332737,94349162
tt0369610,150000000,652270625,1018130012
tt0369735,43000000,82931301,72526026
tt0370032,30000000,18535812,12534399
tt0370263,60000000,80282231,97144859
tt0371246,80000000,42726869,12743285
tt0371606,150000000,135386665,179046172
tt0371724,50000000,51085416,53393000
tt0371746,140000000,318604126,266762121
tt0372183,75000000,176241941,114593328
tt0372532,15000000,31726995,15369211
tt0372588,32000000,32786074,18040824
tt0372784,150000000,206852432,166560865
tt0372873,32000000,10977721,64131096
tt0373051,60000000,101704370,142528318
tt0373074,20000000,17108591,87773854
tt0373283,780000,1310470,0
tt0373450,25000000,872142,2615536
tt0373469,15000000,4243756,11541392
tt0373889,150000000,292353413,649691096
tt0373908,25000000,12843849,339577
tt0373926,80000000,72708161,90236762
tt0374102,500000,30610863,24072624
tt0374536,85000000,63313159,68113010
tt0374900,400000,44540956,1597931
tt0375063,16000000,71503593,38203338
tt0375104,20000000,2694071,13842
tt0375173,60000000,13399812,21661070
tt0375568,65000000,19551067,20335919
tt0375679,6500000,54580300,43829761
tt0376108,33100000,16809014,683000
tt0376136,45000000,13109815,17025143
tt0376541,27000000,33987757,81517270
tt0376994,210000000,234362462,226072829
tt0377062,45000000,21009180,14012317
tt0377071,425000,203917,0
tt0377092,17000000,86058055,44067774
tt0377107,20000000,7535331,6654529
tt0377471,53000000,56046979,39716737
tt0377818,50000000,80270227,30799288
tt0377992,10000000,4069090,9651
tt0378194,30000000,66208183,87908613
tt0378407,1100,181041,81729
tt0379725,7000000,28750530,20576875
tt0379786,39000000,25514517,14930612
tt0379865,58000000,31373938,9945101
tt0379889,30000000,3765585,17794597
tt0380510,65000000,44114232,49507108
tt0380599,60000000,2080321,40500000
tt0380623,10000000,16535005,3235470
tt0381061,150000000,167445960,449055659
tt0381681,2700000,5820649,10115858
tt0381707,37000000,70831760,42269113
tt0381849,55000000,53606916,16409304
tt0381971,50000000,58360760,11505164
tt0382625,125000000,217536138,542470807
tt0382932,150000000,206445654,417280431
tt0382992,135000000,32116746,47151576
tt0383010,30000000,44338224,10481077
tt0383028,20000000,3083538,1574863
tt0383216,80000000,82226474,81889423
tt0383222,25000000,2405420,1244855
tt0383574,225000000,423315812,642863913
tt0384286,1000000,10047674,22538734
tt0384537,50000000,46982632,53622503
tt0384642,45000000,52842724,3227709
tt0384680,22000000,12482775,6643623
tt0384793,23000000,36323505,2299757
tt0384806,19000000,65233369,42283000
tt0385752,180000000,70107728,302127136
tt0385880,75000000,73661010,68200233
tt0386032,9000000,24540079,11623689
tt0386117,100000000,77233467,22906629
tt0386140,75000000,46464023,95936042
tt0386588,70000000,179495555,192098655
tt0386741,18000000,70644,1760704
tt0387057,1500000,0,895
tt0387059,14000000,1180560,5676429
tt0387131,25000000,33579797,48886873
tt0387514,22000000,22827153,45110341
tt0387564,1200000,56000369,47911300
tt0387575,12000000,17083732,7745912
tt0387877,50000000,22545080,26787612
tt0388139,2000000,120620,1514436
tt0388419,60000000,73780539,22812479
tt0388482,32000000,43095856,45987373
tt0388795,14000000,83043761,95018998
tt0389557,21000000,4398532,22370031
tt0389722,30000000,39569000,35944170
tt0389790,150000000,126631277,166883059
tt0389860,82500000,137355633,103329693
tt0390022,30000000,61255921,694849
tt0390384,7000,424760,120676
tt0390521,65000,11536423,9109334
tt0390538,220,592014,46507
tt0391198,10000000,110359362,76921753
tt0391304,30000000,21845719,21041000
tt0392465,12000000,36006,48441
tt0393162,30000000,67264877,9404677
tt0395251,45000000,19398532,18676786
tt0395495,25000000,15539051,623529
tt0395543,1500000,75828,96741
tt0395561,800000,203144,0
tt0395584,7000000,17044981,3856878
tt0395699,56000000,113086868,85550000
tt0395972,35000000,18337722,6873453
tt0396171,60000000,2223293,132816631
tt0396269,40000000,209255921,79211724
tt0396587,250000,1967,0
tt0396752,25000000,47144110,76132697
tt0397065,40000000,32064800,36701321
tt0397101,43000000,47907715,46076196
tt0397313,40000000,81612565,38843429
tt0397535,85000000,57490508,104752454
tt0397551,2000000,0,29655
tt0397892,150000000,114053579,195926415
tt0398017,22000000,36024076,21455000
tt0398165,82000000,158119460,33347096
tt0398286,260000000,200821936,391639796
tt0398712,30000000,20040895,15253575
tt0399146,32000000,31504633,29880432
tt0399201,126000000,35818913,127130251
tt0399295,50000000,24149632,48467436
tt0399862,10000000,11967000,161105
tt0400497,50000000,66023816,78123000
tt0400717,85000000,85105259,115706430
tt0401445,35000000,7459300,34810623
tt0401729,250000000,73078100,211061000
tt0401792,40000000,74103820,84630000
tt0401815,3500000,206871,0
tt0402022,62000000,25874337,27447336
tt0402399,30000000,12712093,36622682
tt0402850,14000000,0,541840
tt0403508,25000000,39053061,2960817
tt0403702,18000000,15281286,4369807
tt0404032,19000000,75072454,70094350
tt0404203,26000000,5463019,9358639
tt0404390,15000000,6855137,2524892
tt0405094,2000000,11286112,66070830
tt0405159,30000000,100492203,116271443
tt0405325,35000000,63946815,22423000
tt0405422,26000000,109449237,67929408
tt0405469,80000000,37384046,64954469
tt0405676,55000000,7221458,2230165
tt0405821,6000000,0,12636656
tt0406158,12000000,627844,122368
tt0406375,65000000,29258869,35820235
tt0407121,20000000,18098433,34760000
tt0407304,132000000,234280354,369592765
tt0407887,90000000,132384315,159080719
tt0408236,50000000,52898073,100485554
tt0408306,70000000,47403685,83578444
tt0408524,35000000,32868349,1384498
tt0408985,45000000,38399961,5046963
tt0409182,160000000,60674817,121000000
tt0409459,130000000,107509799,77873014
tt0409847,163000000,100240551,74581774
tt0410097,2800000,22202809,1360918
tt0410297,40000000,52330111,62500000
tt0410377,37000000,48006762,52097803
tt0410454,7500000,3347647,0
tt0411477,85000000,75986503,92332740
tt0412080,25000000,5128124,13169566
tt0413099,175000000,100462298,73978426
tt0413267,160000000,322719944,490647436
tt0413300,258000000,336530303,558453070
tt0413895,85000000,82985708,65978114
tt0414853,51000000,72637803,44117277
tt0414982,25000000,54098051,64792221
tt0414993,35000000,10144010,6324333
tt0415306,72500000,148213377,15148718
tt0416044,18000000,5705761,20821749
tt0416212,11000000,37770162,2182275
tt0416236,90000000,71195053,92975274
tt0416320,15000000,23151529,62487127
tt0416449,65000000,210614939,245453242
tt0416891,5000000,0,0
tt0417001,30000000,43894863,14336657
tt0417148,33000000,34020814,28001200
tt0417217,35000000,22991379,7535130
tt0417741,250000000,302305431,632020964
tt0418038,200000,461572,0
tt0418279,150000000,319246193,390463587
tt0418647,32000000,32751093,5990639
tt0418689,90000000,33602376,32297873
tt0418753,2000000,691880,17952
tt0418763,72000000,62658220,34417932
tt0418819,15000000,20700082,26374051
tt0419294,15000000,5027684,7017678
tt0419706,60000000,28212337,29859782
tt0419749,13000000,1173643,1462994
tt0420223,30000000,40660952,12992272
tt0420238,60000000,50877145,36080135
tt0420291,850000,33256,443374
tt0420294,16000000,39517763,12246643
tt0420332,7000000,2938532,3948689
tt0421073,20000000,26418667,40057696
tt0421206,30000000,38432823,3048028
tt0421229,750000,1720953,2288724
tt0421239,26000000,57891803,38366398
tt0421715,150000000,127509326,208293460
tt0421729,40000000,70165972,71356989
tt0422093,5500000,50633099,19104
tt0422720,40000000,15962471,44954718
tt0422861,5000000,418689,229494
tt0423977,12000000,3951699,1303287
tt0424095,149000000,64665672,113615882
tt0424345,5000000,24148068,2838106
tt0424938,5000000,0,130416
tt0424993,12000000,28444855,9950559
tt0425061,80000000,130319208,100366245
tt0425123,58000000,48318130,54536301
tt0425253,6000000,49034,107284
tt0425413,10000000,6003262,27460260
tt0425430,16000000,35374833,19685379
tt0425598,3000000,11718595,333329
tt0427152,69000000,73026337,13829402
tt0427229,50000000,88715192,41508966
tt0427392,80000000,15074191,25096367
tt0427470,16000000,4600585,770596
tt0427944,6500000,24793509,14529518
tt0428038,1000000,1706325,137212
tt0429277,2000000,30,0
tt0429493,110000000,77222099,100016697
tt0429573,14000000,16298046,13314091
tt0429589,50000000,28142535,27038594
tt0429591,12000000,18597342,4392615
tt0430105,45000000,74494381,17880293
tt0430304,64000000,58645052,45358270
tt0430308,40000000,30985352,15578609
tt0430357,135000000,63450470,100780826
tt0430431,20000000,13395961,332489
tt0430770,16000000,26902075,23105471
tt0430922,28000000,67294270,25355149
tt0431021,14000000,49130154,36315921
tt0431091,50000,3917,0
tt0431197,70000000,47536778,39482380
tt0431308,30000000,53695808,103139531
tt0432283,40000000,21002919,25468104
tt0432291,18000000,29550869,16650563
tt0432348,4000000,87039965,60708540
tt0432637,10200000,1430721,16610529
tt0433362,20000000,30101577,21315611
tt0433383,7000000,31558003,23083188
tt0433386,20000000,39143839,31567336
tt0433398,1300000,641039,14888
tt0433416,9500000,13569248,6785073
tt0434139,20000000,11614790,4237611
tt0434215,15000000,21000147,893444
tt0434409,54000000,70511035,62000000
tt0434424,9000000,1069318,13466
tt0435623,450000,379418,603396
tt0435651,25000000,45090374,21890082
tt0435761,200000000,415004880,651964823
tt0436331,6500000,13368437,4876807
tt0436339,150000000,119436770,173381071
tt0437179,8000000,15032800,3675166
tt0437526,6000000,785671,1045906
tt0437800,8000000,18848430,99995
tt0437863,33000000,59843754,5118875
tt0438097,80000000,195330621,471763885
tt0438427,30000000,2216,0
tt0438488,200000000,125322469,246030532
tt0439544,3000000,274245,0
tt0439815,15000000,7802450,5032486
tt0440963,110000000,227471070,216628965
tt0441007,9000000,2956339,870229
tt0441773,130000000,215434591,416311606
