movie_id,movie_revenue,popularity
tt0003772,0,0.361288
tt0003930,0,0.322249
tt0003952,0,0.237483
tt0004008,0,1.914726
tt0004066,0,0.433975
tt0004100,0,0.784595
tt0004101,0,0.339995
tt0004134,0,0.32164
tt0004150,0,0.660269
tt0004181,0,0.18545
tt0004194,0,0.287549
tt0004210,0,0.647234
tt0004277,0,0.483293
tt0004282,0,0.217682
tt0004288,0,0.502653
tt0004413,0,0.036471
tt0004465,0,0.603245
tt0004635,0,0.302413
tt0004707,0,0.621999
tt0004712,0,1.167734
tt0004873,0,0.140291
tt0004936,0,0.955414
tt0004972,11000000,5.113205
tt0005044,0,0.577051
tt0005059,0,0.039159
tt0005060,0,0.224472
tt0005074,0,1.105624
tt0005078,137365,0.680407
tt0005084,0,0.001679
tt0005149,0,0.412738
tt0005198,0,0.176389
tt0005339,0,0.303639
tt0005529,0,0.392619
tt0005542,0,0.857619
tt0005557,0,0.113836
tt0005571,0,1.596403
tt0005622,0,0.112814
tt0005810,0,0.403987
tt0005812,0,2.718023
tt0005916,0,0.539444
tt0005960,0,0.720077
tt0006032,0,0.396449
tt0006145,0,0.076965
tt0006177,0,1.940708
tt0006206,0,1.024098
tt0006333,8000000,0.917777
tt0006414,0,1.097877
tt0006517,0,0.202129
tt0006548,0,2.389584
tt0006589,0,0.037056
tt0006668,0,0.314735
tt0006684,0,1.250114
tt0006689,0,1.558567
tt0006731,0,0.315423
tt0006745,0,0.153125
tt0006753,0,0.002948
tt0006761,0,0.00265
tt0006780,0,0.316238
tt0006809,0,0.036862
tt0006826,0,0.189059
tt0006864,0,4.282118
tt0006886,0,0.457288
tt0006895,0,0.072373
tt0007047,0,0.241805
tt0007108,0,0.436214
tt0007145,0,1.472505
tt0007162,0,1.745805
tt0007183,0,0.221127
tt0007194,0,1.657657
tt0007264,0,1.817301
tt0007338,0,0.096912
tt0007361,0,0.139346
tt0007476,0,0.456385
tt0007507,0,4.023393
tt0007558,0,0.616015
tt0007610,0,0.281624
tt0007613,0,2.36944
tt0007819,0,0.684674
tt0007832,0,1.472339
tt0007880,0,1.795202
tt0008133,0,3.933922
tt0008329,0,0.001223
tt0008395,0,0.041727
tt0008443,0,0.90043
tt0008523,0,0.885458
tt0008536,0,0.003503
tt0008550,0,0.010377
tt0008634,0,0.641859
tt0008663,0,1.322761
tt0008710,0,0.001276
tt0008775,0,0.109246
tt0008827,0,0.539374
tt0008874,0,0.214742
tt0008879,0,0.343201
tt0008891,0,0.113705
tt0008950,0,0.259942
tt0009018,0,1.972147
tt0009062,0,0.215726
tt0009369,8000000,0.211008
tt0009440,0,0.17124
tt0009611,0,1.448145
tt0009652,0,0.310636
tt0009796,0,0.148361
tt0009878,0,0.289991
tt0009893,0,0.352892
tt0009899,0,0.717345
tt0009932,0,0.173856
tt0009937,0,0.110308
tt0009968,0,3.185824
tt0009976,0,0.202719
tt0010040,0,0.346438
tt0010057,0,0.331941
tt0010060,0,0.079384
tt0010071,0,0.125202
tt0010146,0,0.229897
tt0010155,0,0.355919
tt0010195,0,0.078576
tt0010208,0,0.480186
tt0010247,0,0.413281
tt0010267,0,0.65658
tt0010281,0,0.999418
tt0010307,0,0.834679
tt0010323,0,7.191271
tt0010418,0,1.175646
tt0010726,0,0.301984
tt0010747,0,1.105613
tt0010806,0,1.00589
tt0010821,0,0.445493
tt0011000,0,0.385286
tt0011071,0,0.817589
tt0011130,0,1.562169
tt0011157,0,0.206258
tt0011193,0,0.071809
tt0011237,0,1.52413
tt0011293,0,0.217148
tt0011358,0,0.126531
tt0011362,0,0.148494
tt0011370,0,0.113587
tt0011387,0,0.264565
tt0011401,0,0.001179
tt0011439,0,0.336801
tt0011508,0,0.835182
tt0011521,0,0.176743
tt0011541,0,3.121673
tt0011565,0,0.971225
tt0011652,0,0.291058
tt0011656,0,0.708982
tt0011723,0,0.315662
tt0011833,0,0.151641
tt0011841,0,1.649987
tt0011865,0,0.193764
tt0011870,0,0.769742
tt0011904,0,0.138424
tt0011908,0,0.00461
tt0011909,0,0.083294
tt0011960,0,0.732999
tt0011979,0,0.661938
tt0011984,0,0.634836
tt0012027,0,0.214792
tt0012136,0,0.095193
tt0012190,0,1.717444
tt0012224,0,1.495106
tt0012253,0,0.543829
tt0012255,0,0.325674
tt0012278,0,0.908985
tt0012281,0,0.41673
tt0012304,0,0.941815
tt0012349,2500000,8.168456
tt0012364,0,3.830428
tt0012408,0,0.670888
tt0012465,0,0.039127
tt0012486,0,0.090443
tt0012494,0,2.8041
tt0012499,0,0.443542
tt0012512,0,0.147469
tt0012532,0,1.526876
tt0012543,0,1.114303
tt0012570,0,1.930445
tt0012645,0,0.039955
tt0012651,0,0.768064
tt0012675,0,0.807162
tt0012752,0,0.310953
tt0012763,0,0.308298
tt0012881,0,0.008978
tt0012938,0,0.107236
tt0012945,0,0.743502
tt0012952,0,0.270647
tt0013025,0,1.42553
tt0013055,0,1.697152
tt0013059,0,0.204375
tt0013075,0,0.432437
tt0013086,0,3.275117
tt0013099,0,1.134656
tt0013134,0,0.024602
tt0013140,400200,0.838095
tt0013158,0,1.223097
tt0013201,0,0.35722
tt0013257,0,2.914798
tt0013367,0,0.001751
tt0013372,0,1.625211
tt0013386,0,0.695572
tt0013422,0,1.049141
tt0013427,0,2.593681
tt0013442,0,7.435873
tt0013472,0,0.112741
tt0013496,0,1.376588
tt0013501,0,0.005525
tt0013556,0,0.611926
tt0013571,0,0.075235
tt0013579,0,0.590881
tt0013597,0,1.206513
tt0013626,0,0.833618
tt0013662,0,0.126258
tt0013674,0,0.071781
tt0013688,0,0.994973
tt0013690,0,0.363928
tt0013741,0,0.170453
tt0013802,0,0.292011
tt0013823,0,1.138122
tt0013858,0,1.701368
tt0013992,0,0.300576
tt0014029,0,0.142776
tt0014109,0,0.356157
tt0014142,0,1.469045
tt0014218,0,0.639966
tt0014341,0,2.830289
tt0014358,0,1.34682
tt0014406,0,0.484709
tt0014417,0,0.303726
tt0014429,623,4.394823
tt0014440,0,0.69791
tt0014446,0,0.314569
tt0014497,0,0.21176
tt0014524,0,0.036539
tt0014532,0,1.725825
tt0014538,0,1.539713
tt0014586,0,0.845187
tt0014605,0,0.158491
tt0014611,0,0.141528
tt0014624,0,1.74686
tt0014646,0,1.952217
tt0014672,0,0.013308
tt0014702,0,0.172143
tt0014760,0,0.373378
tt0014770,0,0.038728
tt0014872,0,0.931283
tt0014900,0,0.262052
tt0014945,0,1.153412
tt0014972,0,0.719924
tt0015002,0,0.707239
tt0015014,0,0.756384
tt0015016,0,0.990037
tt0015036,0,0.19643
tt0015039,0,0.150588
tt0015064,0,3.553763
tt0015119,0,0.534386
tt0015136,0,0.615521
tt0015152,0,0.036521
tt0015163,0,3.031803
tt0015167,0,0.090387
tt0015174,0,0.828949
tt0015175,0,1.827403
tt0015202,0,0.979118
tt0015224,0,0.271782
tt0015268,0,0.088297
tt0015310,0,0.261897
tt0015324,0,5.858328
tt0015361,0,1.576387
tt0015384,0,0.710381
tt0015400,1213880,3.878515
tt0015493,0,0.143297
tt0015498,0,0.135713
tt0015532,0,1.902271
tt0015589,0,0.0
tt0015624,22000000,2.084627
tt0015634,0,0.203673
tt0015648,45100,12.912845
tt0015684,0,0.132439
tt0015687,0,0.039985
tt0015693,0,0.220388
tt0015758,0,0.264033
tt0015768,0,0.693611
tt0015801,0,0.161462
tt0015841,0,0.932304
tt0015842,0,0.418457
tt0015863,0,1.014248
tt0015864,2500000,6.202041
tt0015873,0,0.19921
tt0015881,0,6.925081
tt0015977,0,0.11545
tt0016004,0,0.49755
tt0016013,0,0.038661
tt0016022,0,0.090534
tt0016029,0,0.522191
tt0016039,0,2.968503
tt0016104,1,0.286719
tt0016123,0,0.09386
tt0016129,0,0.003178
tt0016201,0,0.001396
tt0016220,0,11.083684
tt0016226,0,0.071666
tt0016230,0,0.753073
tt0016232,0,0.089113
tt0016258,0,0.00411
tt0016276,0,0.03144
tt0016310,0,0.249474
tt0016332,0,4.590055
tt0016392,0,0.15037
tt0016394,0,0.113306
tt0016473,704000,1.345287
tt0016480,0,0.256579
tt0016481,0,0.180465
tt0016493,0,0.158356
tt0016544,0,0.41048
tt0016627,0,0.978542
tt0016629,0,1.074296
tt0016630,0,1.09569
tt0016634,0,0.351047
tt0016640,0,0.061599
tt0016641,9000000,2.301098
tt0016654,0,1.570282
tt0016655,0,0.982552
tt0016669,0,0.349298
tt0016672,0,0.002765
tt0016690,0,0.363406
tt0016691,0,0.001223
tt0016804,0,0.223252
tt0016822,0,0.391616
tt0016832,0,0.202315
tt0016847,0,4.021486
tt0016884,658000,0.765315
tt0016895,0,0.308677
tt0016914,0,0.198451
tt0016938,0,0.001224
tt0016939,0,0.171735
tt0016953,0,0.158309
tt0017029,0,0.431795
tt0017048,0,1.174776
tt0017075,0,9.299853
tt0017103,0,0.149622
tt0017119,0,0.342271
tt0017120,0,0.281912
tt0017128,0,1.078462
tt0017136,650422,14.487867
tt0017162,0,0.435021
tt0017196,0,0.410031
tt0017226,0,0.524565
tt0017271,0,0.375273
tt0017350,0,0.284522
tt0017372,0,0.361717
tt0017374,0,0.039949
tt0017376,0,0.554905
tt0017416,0,0.135371
tt0017418,0,0.036472
tt0017423,966878,0.445526
tt0017437,0,0.195632
tt0017448,0,0.921315
tt0017449,0,0.640994
tt0017463,0,0.970037
tt0017534,0,0.226302
tt0017540,0,0.285788
tt0017567,0,0.709828
tt0017621,0,1.405597
tt0017632,0,0.008201
tt0017668,0,0.692745
tt0017739,0,0.424931
tt0017743,0,0.242682
tt0017750,0,0.206599
tt0017765,0,0.959282
tt0017775,0,0.557243
tt0017809,0,0.222519
tt0017813,0,0.10367
tt0017825,0,1.646779
tt0017843,0,0.957802
tt0017918,0,0.602791
tt0017925,0,8.002953
tt0017961,0,0.300485
tt0017998,0,0.101284
tt0018033,0,0.594437
tt0018037,0,2.428332
tt0018051,0,1.13281
tt0018054,0,1.487999
tt0018066,0,0.378451
tt0018097,0,0.377017
tt0018102,0,0.099877
tt0018107,0,0.664602
tt0018166,0,0.040078
tt0018179,0,0.104209
tt0018183,1027757,0.205671
tt0018187,0,0.014963
tt0018192,0,1.742727
tt0018217,0,0.828625
tt0018218,0,0.001321
tt0018253,0,0.001402
tt0018311,0,0.635909
tt0018328,0,1.986461
tt0018379,0,3.491261
tt0018392,0,0.6948
tt0018397,0,0.380738
tt0018440,0,0.290804
tt0018451,0,0.472314
tt0018455,121,4.249695
tt0018471,0,0.482676
tt0018515,0,0.38981
tt0018523,0,0.322571
tt0018526,0,0.857462
tt0018528,0,1.48162
tt0018530,0,0.129893
tt0018566,0,0.566853
tt0018578,0,8.545698
tt0018618,596000,0.140491
tt0018737,0,2.617488
tt0018742,0,4.824576
tt0018756,0,0.560815
tt0018770,0,1.229788
tt0018773,0,6.714813
tt0018795,0,0.373143
tt0018806,0,6.78748
tt0018826,0,0.267114
tt0018836,0,0.149852
tt0018839,0,0.67543
tt0018873,0,0.338722
tt0018908,0,0.415178
tt0018909,0,0.320026
tt0018935,0,0.146181
tt0018937,0,0.827134
tt0018972,0,0.179627
tt0019067,0,0.290308
tt0019071,0,4.030927
tt0019074,0,0.815852
tt0019096,1200000,0.251353
tt0019109,0,1.671902
tt0019130,0,2.571104
tt0019195,551,0.76593
tt0019225,0,0.154625
tt0019237,0,0.112326
tt0019254,0,8.903953
tt0019258,0,0.425882
tt0019278,0,0.578292
tt0019286,0,1.680835
tt0019304,0,0.699893
tt0019344,0,0.250166
tt0019379,0,1.158975
tt0019400,0,0.653923
tt0019403,0,0.112502
tt0019412,0,1.160323
tt0019415,0,1.350301
tt0019421,0,7.518657
tt0019422,0,3.394625
tt0019429,0,1.709031
tt0019434,0,0.067138
tt0019451,0,0.574687
tt0019486,0,0.099994
tt0019489,0,0.059836
tt0019504,0,0.570278
tt0019509,0,0.076335
tt0019557,0,1.16766
tt0019558,0,0.451434
tt0019563,921000,0.722511
tt0019571,0,0.385791
tt0019574,0,0.136278
tt0019585,0,1.347008
tt0019591,0,0.227906
tt0019607,0,0.548443
tt0019611,0,0.305708
tt0019630,0,0.976106
tt0019640,0,0.274571
tt0019644,0,0.798123
tt0019646,0,0.511658
tt0019649,0,0.811576
tt0019655,0,1.652859
tt0019684,0,0.190654
tt0019686,0,0.797932
tt0019699,0,0.525644
tt0019702,0,3.956703
tt0019715,0,0.006143
tt0019725,0,0.031343
tt0019726,0,0.026726
tt0019729,4358000,0.758012
tt0019735,0,0.721118
tt0019760,0,4.694378
tt0019777,0,1.242836
tt0019788,0,0.457598
tt0019813,0,0.005051
tt0019823,0,0.401707
tt0019824,0,0.124298
tt0019843,0,0.886807
tt0019850,0,0.430324
tt0019886,0,0.008084
tt0019901,0,1.235633
tt0019935,0,0.636876
tt0019946,0,0.290042
tt0019959,0,0.080599
tt0019968,0,0.612755
tt0019993,0,1.182411
tt0020018,0,0.348543
tt0020030,0,0.351862
tt0020062,0,0.087327
tt0020075,0,0.216233
tt0020092,0,0.070496
tt0020094,0,0.260752
tt0020103,0,0.263857
tt0020112,0,0.579705
tt0020114,0,0.003304
tt0020122,0,1.333157
tt0020142,0,1.680545
tt0020163,0,1.151573
tt0020198,0,0.071988
tt0020210,0,0.094685
tt0020217,0,0.657513
tt0020223,0,0.626515
tt0020230,0,0.074347
tt0020247,0,0.378651
tt0020269,0,0.807057
tt0020298,0,0.734839
tt0020321,0,0.726791
tt0020336,0,0.460181
tt0020414,0,1.310476
tt0020425,0,0.345752
tt0020439,0,0.001363
tt0020442,0,0.942242
tt0020446,0,0.409037
tt0020466,0,0.401213
tt0020475,0,0.589726
tt0020479,0,0.058433
tt0020488,0,0.415156
tt0020499,0,0.479627
tt0020514,0,0.145548
tt0020523,0,0.151206
tt0020530,0,6.051472
tt0020556,0,0.037264
tt0020570,0,0.239934
tt0020581,0,0.207515
tt0020585,0,0.374038
tt0020589,0,0.422399
tt0020590,0,0.369766
tt0020594,0,0.10214
tt0020620,0,1.14295
tt0020629,0,15.235056
tt0020640,0,4.750686
tt0020641,0,0.843203
tt0020656,0,0.368185
tt0020668,0,0.670708
tt0020686,0,0.267404
tt0020691,0,3.192318
tt0020693,0,0.875418
tt0020695,0,0.743953
tt0020697,0,2.40612
tt0020701,0,0.286199
tt0020702,0,0.365704
tt0020713,0,0.236636
tt0020768,0,2.933003
tt0020793,0,0.465277
tt0020799,0,0.263423
tt0020814,0,0.100517
tt0020815,0,0.578592
tt0020821,0,0.560279
tt0020827,0,0.648708
tt0020836,0,0.494331
tt0020838,0,0.036897
tt0020852,0,1.453276
tt0020876,0,0.18969
tt0020891,0,0.489142
tt0020902,0,0.984917
tt0020919,0,0.52513
tt0020945,0,0.075996
tt0020960,8000000,5.276546
tt0020980,0,0.141908
tt0020987,0,0.172525
tt0021004,0,0.110204
tt0021015,0,1.783776
tt0021016,0,0.160329
tt0021025,0,0.124659
tt0021040,0,0.500752
tt0021042,0,0.055608
tt0021060,0,0.275624
tt0021074,0,0.504987
tt0021079,0,9.019985
tt0021087,0,0.385938
tt0021100,0,0.20999
tt0021106,0,0.20618
tt0021110,0,0.108898
tt0021140,0,0.662595
tt0021148,0,0.336991
tt0021153,0,0.591217
tt0021156,0,1.691796
tt0021165,0,1.988389
tt0021189,0,0.630824
tt0021197,0,0.036636
tt0021223,0,0.412683
tt0021228,0,0.85277
tt0021240,0,0.292069
tt0021273,0,0.444066
tt0021281,0,1.507843
tt0021282,0,0.51221
tt0021283,0,0.160931
tt0021294,0,0.199795
tt0021309,0,0.327667
tt0021310,0,0.782383
tt0021331,0,1.547374
tt0021345,0,0.069755
tt0021371,0,0.960061
tt0021375,0,0.693172
tt0021394,0,0.119262
tt0021406,0,0.184671
tt0021408,0,0.082617
tt0021409,0,0.918802
tt0021413,0,0.159771
tt0021424,0,0.001312
tt0021472,0,0.598618
tt0021505,0,0.277459
tt0021508,0,0.505703
tt0021542,0,1.059412
tt0021549,0,0.235125
tt0021550,0,0.141396
tt0021551,0,0.833388
tt0021568,0,0.090705
tt0021571,0,1.289409
tt0021576,0,0.957608
tt0021577,7940,2.76145
tt0021595,0,0.130785
tt0021607,0,0.491424
tt0021622,0,0.233012
tt0021632,0,0.624834
tt0021633,0,0.687631
tt0021635,0,0.735185
tt0021647,0,0.075281
tt0021649,0,0.100285
tt0021668,0,0.377614
tt0021673,0,0.325885
tt0021720,0,0.092377
tt0021730,0,1.328118
tt0021739,0,1.743615
tt0021746,0,1.133556
tt0021749,19181,10.891524
tt0021750,0,1.207013
tt0021761,0,0.462741
tt0021763,0,0.044505
tt0021768,0,0.054984
tt0021770,0,0.461284
tt0021778,0,2.03334
tt0021780,0,0.478877
tt0021799,0,0.078026
tt0021800,0,0.760767
tt0021807,0,0.073332
tt0021810,0,0.164387
tt0021814,1012189,7.503126
tt0021818,0,1.164615
tt0021836,0,0.54007
tt0021873,0,9.035549
tt0021874,0,0.051534
tt0021884,12000000,8.091603
tt0021885,0,0.674208
tt0021890,0,0.798285
tt0021910,0,0.624638
tt0021917,0,0.00211
tt0021919,0,0.110358
tt0021931,0,0.169509
tt0021933,0,0.304974
tt0021969,0,0.010595
tt0021992,0,0.910714
tt0022002,0,0.418286
tt0022017,0,0.358455
tt0022021,0,0.122458
tt0022026,0,0.001993
tt0022054,0,0.211093
tt0022059,0,0.139413
tt0022074,0,1.209386
tt0022080,0,0.861507
tt0022100,0,12.752421
tt0022103,0,0.979796
tt0022111,0,1.706761
tt0022117,0,0.00119
tt0022119,0,0.536697
tt0022125,0,0.858991
tt0022147,0,0.832055
tt0022149,0,0.716082
tt0022150,0,0.774436
tt0022151,0,1.170284
tt0022153,0,0.93383
tt0022158,0,2.513358
tt0022183,0,1.480025
tt0022191,0,0.024511
tt0022208,0,1.521412
tt0022235,0,0.26468
tt0022236,0,0.730406
tt0022254,0,0.122557
tt0022264,0,0.040144
tt0022268,0,1.974577
tt0022276,0,1.123125
tt0022279,0,0.220294
tt0022286,0,4.841185
tt0022335,0,1.308584
tt0022353,0,0.081761
tt0022357,0,0.767608
tt0022382,0,0.001859
tt0022386,0,0.398635
tt0022395,0,1.775534
tt0022397,0,0.360311
tt0022403,0,0.924087
tt0022409,0,0.448339
tt0022430,0,0.856225
tt0022436,0,0.533219
tt0022440,0,0.174509
tt0022453,0,0.506049
tt0022454,0,0.193959
tt0022458,0,2.211623
tt0022485,0,0.844253
tt0022495,0,0.372404
tt0022515,0,0.240512
tt0022531,0,0.819588
tt0022537,0,0.002362
tt0022550,0,0.933263
tt0022599,0,1.209032
tt0022619,0,0.443941
tt0022626,0,0.649011
tt0022628,0,0.98147
tt0022635,0,0.073727
tt0022639,0,0.113792
tt0022647,0,1.6785
tt0022660,0,0.7958
tt0022670,0,0.160229
tt0022676,0,0.441939
tt0022681,0,0.247007
tt0022682,0,0.25774
tt0022689,0,0.487087
tt0022694,0,0.28348
tt0022696,0,0.090803
tt0022698,0,1.007167
tt0022700,0,0.582278
tt0022718,0,1.378177
tt0022725,0,0.504959
tt0022735,0,0.296602
tt0022737,0,0.384612
tt0022753,0,0.247304
tt0022755,0,0.007941
tt0022775,0,0.411674
tt0022778,0,0.339181
tt0022787,0,1.730379
tt0022792,0,0.809034
tt0022802,0,0.077934
tt0022807,0,0.646004
tt0022827,0,1.5217
tt0022834,0,0.784385
tt0022835,0,4.749049
tt0022854,0,0.016421
tt0022873,0,0.027797
tt0022877,0,0.507325
tt0022879,25,1.914697
tt0022882,0,0.05971
tt0022883,0,0.366676
tt0022899,0,0.953016
tt0022905,0,0.37014
tt0022913,0,9.074348
tt0022921,0,0.001402
tt0022958,2594000,11.118844
tt0022979,0,0.308959
tt0022981,0,0.174538
tt0022990,0,0.2851
tt0023027,0,5.17213
tt0023028,0,0.148579
tt0023037,0,2.475972
tt0023038,0,0.546163
tt0023042,0,8.741855
tt0023049,0,0.709137
tt0023074,0,0.745458
tt0023101,0,0.108541
tt0023125,0,0.072534
tt0023137,0,0.323312
tt0023145,0,0.098846
tt0023151,0,1.011163
tt0023158,0,1.981885
tt0023180,0,0.145365
tt0023181,0,0.729945
tt0023194,0,1.151116
tt0023196,2227000,1.41344
tt0023198,0,1.221611
tt0023202,0,0.429111
tt0023215,0,0.489646
tt0023225,0,0.617058
tt0023236,0,0.136451
tt0023238,0,3.295206
tt0023240,0,0.721911
tt0023241,0,0.150713
tt0023243,0,0.176884
tt0023245,0,12.190044
tt0023249,0,2.522351
tt0023251,0,2.186467
tt0023261,0,0.216055
tt0023268,0,0.144281
tt0023271,0,1.131643
tt0023277,0,0.101465
tt0023284,0,0.637378
tt0023285,0,1.962002
tt0023293,0,5.962386
tt0023303,0,1.406699
tt0023305,0,1.777029
tt0023312,0,1.087814
tt0023322,0,0.038698
tt0023326,0,0.528123
tt0023327,0,0.320909
tt0023331,0,0.139915
tt0023335,0,0.471328
tt0023337,0,0.008399
tt0023345,0,0.083584
tt0023349,0,0.238776
tt0023362,0,1.089928
tt0023369,0,0.577818
tt0023374,0,0.431214
tt0023382,0,1.108833
tt0023385,0,0.656431
tt0023394,0,0.154659
tt0023395,0,1.581063
tt0023396,0,0.723038
tt0023427,600000,4.854436
tt0023450,0,0.270456
tt0023458,0,2.085774
tt0023469,0,0.086068
tt0023470,0,1.166429
tt0023486,0,0.349394
tt0023488,0,0.439499
tt0023491,0,0.108141
tt0023495,0,0.140661
tt0023498,0,0.412714
tt0023537,0,0.313017
tt0023551,0,4.179063
tt0023556,0,0.683789
tt0023563,0,2.474255
tt0023582,0,0.519567
tt0023583,0,0.217303
tt0023584,0,0.109829
tt0023589,0,0.209672
tt0023590,0,0.75757
tt0023594,0,1.350072
tt0023622,0,3.351442
tt0023629,0,0.504054
tt0023634,0,1.83041
tt0023642,0,0.363776
tt0023649,0,4.320771
tt0023655,0,0.001786
tt0023659,0,0.024489
tt0023685,0,0.62124
tt0023686,0,0.694158
tt0023694,0,2.692891
tt0023701,0,0.001247
tt0023720,0,0.622545
tt0023731,0,1.530243
tt0023753,0,1.504355
tt0023758,0,0.673378
tt0023775,0,3.363332
tt0023786,0,0.030188
tt0023790,0,0.039196
tt0023793,0,0.023666
tt0023794,0,0.269518
tt0023797,0,0.55393
tt0023800,0,0.151893
tt0023814,0,2.170292
tt0023817,0,0.19177
tt0023825,0,0.668451
tt0023838,0,0.220136
tt0023846,0,0.674997
tt0023847,0,0.299094
tt0023854,0,1.064244
tt0023871,0,1.050862
tt0023876,7630000,1.196324
tt0023878,0,0.523341
tt0023881,0,0.00554
tt0023891,0,0.282898
tt0023902,0,0.430045
tt0023911,0,0.499504
tt0023926,0,6.232671
tt0023935,0,0.670124
tt0023937,0,0.636021
tt0023939,0,0.115836
tt0023940,0,2.063066
tt0023943,0,0.589807
tt0023948,0,1.633915
tt0023955,0,0.418583
tt0023956,0,0.100463
tt0023960,0,0.561833
tt0023969,0,6.819957
tt0023973,0,0.2197
tt0023982,0,0.792763
tt0023985,0,0.309319
tt0023986,0,0.26519
tt0023990,0,0.43699
tt0023993,0,0.542628
tt0024008,0,0.727147
tt0024025,0,5.110346
tt0024028,0,2.568773
tt0024034,2281000,4.718154
tt0024044,0,1.089754
tt0024055,0,1.380825
tt0024067,0,0.196363
tt0024069,0,2.286647
tt0024083,0,0.511273
tt0024090,0,0.538124
tt0024100,0,1.181772
tt0024115,0,1.094643
tt0024120,0,0.164041
tt0024124,0,0.795697
tt0024130,0,0.237941
tt0024144,0,0.136997
tt0024166,2850000,1.533379
tt0024183,0,1.106024
tt0024184,0,5.192905
tt0024188,0,13.466333
tt0024214,0,0.314355
tt0024216,10000000,8.73274
tt0024238,0,1.528051
tt0024239,0,0.513768
tt0024240,0,1.9081
tt0024252,0,0.472479
tt0024262,0,0.631869
tt0024264,0,3.277545
tt0024269,0,0.572083
tt0024285,0,1.85122
tt0024293,0,0.430045
tt0024301,0,0.624066
tt0024302,0,0.165581
tt0024307,0,0.306951
tt0024314,0,0.873215
tt0024329,0,0.430328
tt0024334,0,0.228547
tt0024339,0,0.273441
tt0024353,0,1.376116
tt0024359,0,0.309998
tt0024360,0,0.228654
tt0024368,0,2.356071
tt0024373,0,0.001669
tt0024381,0,0.409615
tt0024402,0,0.352988
tt0024411,0,0.625556
tt0024413,0,0.003646
tt0024414,0,0.316962
tt0024429,0,0.076547
tt0024433,0,0.049323
tt0024435,0,0.567585
tt0024453,0,0.178164
tt0024455,0,0.162296
tt0024465,0,0.143413
tt0024471,0,0.503424
tt0024473,0,3.491337
tt0024475,0,0.382382
tt0024476,0,0.637794
tt0024481,2610000,2.886254
tt0024484,0,0.275198
tt0024500,0,0.604248
tt0024514,0,0.404707
tt0024516,0,1.064154
tt0024539,0,0.407266
tt0024548,2200000,1.840758
tt0024549,0,0.064785
tt0024553,0,0.001988
tt0024554,0,1.677515
tt0024559,0,0.411663
tt0024569,0,0.036471
tt0024592,0,0.295744
tt0024593,0,1.771424
tt0024600,0,0.31851
tt0024601,0,4.305542
tt0024610,0,0.246824
tt0024617,0,0.294897
tt0024620,0,0.001747
tt0024625,0,0.613837
tt0024631,0,1.023885
tt0024633,0,0.882129
tt0024645,0,0.756556
tt0024647,0,0.177405
tt0024660,0,3.969019
tt0024663,0,0.694665
tt0024674,0,0.833545
tt0024675,0,0.51328
tt0024676,0,0.320118
tt0024684,0,0.297406
tt0024685,0,0.073011
tt0024703,0,0.35565
tt0024710,0,0.100005
tt0024727,0,1.279057
tt0024747,0,0.751957
tt0024762,0,0.001753
tt0024763,0,0.948344
tt0024768,0,0.040031
tt0024772,0,1.021472
tt0024792,0,0.857073
tt0024793,0,0.342271
